Employee_id,How satisfied are you with your current role and responsibilities?,How supported do you feel by your manager and team?,How do you feel about your opportunities for career growth and learning?,How was your overall work environment this month?,Do you get enough breaks or downtime during work?,How_satisfied_are_you_with_you_sentiment,How_satisfied_are_you_with_you_score,How_satisfied_are_you_with_you_confidence,How_supported_do_you_feel_by_y_sentiment,How_supported_do_you_feel_by_y_score,How_supported_do_you_feel_by_y_confidence,How_do_you_feel_about_your_opp_sentiment,How_do_you_feel_about_your_opp_score,How_do_you_feel_about_your_opp_confidence,How_was_your_overall_work_envi_sentiment,How_was_your_overall_work_envi_score,How_was_your_overall_work_envi_confidence,Do_you_get_enough_breaks_or_do_sentiment,Do_you_get_enough_breaks_or_do_score,Do_you_get_enough_breaks_or_do_confidence,Overall_Sentiment,Avg_Sentiment_Score,Avg_Confidence_Score
112,"I feel content, though not particularly excited, about my role. It’s comfortable and predictable, which has its benefits. But sometimes, I wonder if I’ve stopped growing professionally. The tasks are straightforward and don’t challenge me much. I’m grateful for the stability, but I crave a bit more energy in my work life.","Honestly, I feel alone most of the time at work. My manager doesn’t provide much guidance, and there’s little collaboration within the team. Everyone’s so focused on their deliverables that no one notices when someone else is struggling. I’ve stopped expecting help because it rarely comes. The lack of support makes every task feel heavier than it should.",The learning culture in this company is one of its strongest aspects. I’ve been given access to amazing training resources and mentors who genuinely care about my improvement. My manager supports every new idea I bring to the table. I love that mistakes are treated as learning opportunities rather than failures. This mindset keeps me constantly growing.,"The work environment this month felt unbalanced and tense. There was a noticeable lack of teamwork, and everyone seemed burnt out. My manager was rarely available for support, which added to the frustration. The overall energy in the office was dull and negative. It was difficult to stay focused or engaged. I hope things improve soon.","Breaks are supposed to exist, but in reality, no one gets to take them. The workload just keeps growing, and management doesn’t seem to care. My manager always says, “just push through.” It’s frustrating because rest is treated like laziness. I feel completely exhausted and demotivated lately.",NEUTRAL,0.0,0.6907177567481995,NEGATIVE,-0.5,0.6185690760612488,POSITIVE,1.0,0.8728207945823669,NEGATIVE,-0.5,0.6524451971054077,NEGATIVE,-0.5,0.5335732698440552,NEUTRAL,-0.1,0.6736
125,"I’d say my job is fine overall. The environment is professional, and I know what’s expected of me. However, the routine nature of the work can make it feel repetitive. It’s not a bad place to be, but I wouldn’t say it excites me. I’m satisfied enough to stay, but I’m open to more stimulating opportunities in the future.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I feel there’s always something new to learn here. My manager encourages us to keep improving and never settle. I’ve been given exposure to different functions, which has expanded my understanding of the business. The team supports each other’s growth as well. It’s motivating to be in such a progressive atmosphere.","I felt demotivated by how chaotic things were this month. There were unrealistic deadlines and no real sense of teamwork. My manager didn’t step in to manage the workload fairly. The stress levels were through the roof, and tempers flared often. It was one of the hardest months in terms of emotional well-being.","No, I barely get time to breathe during my workday. The workload has been nonstop lately, and my manager doesn’t seem to notice how exhausting it gets. Even lunch breaks often turn into quick snacks at my desk. There’s constant pressure to stay online or be productive. I feel drained by the end of the day. It’s honestly becoming unsustainable.",NEUTRAL,0.0,0.5910326242446899,NEUTRAL,0.0,0.6999353170394897,POSITIVE,1.0,0.6765047907829285,NEGATIVE,-0.5,0.5599631667137146,NEGATIVE,-0.5,0.5651615262031555,NEUTRAL,0.0,0.6185
127,"My work doesn’t feel rewarding anymore. I’m doing tasks that don’t align with my strengths or interests. Even when I try to take initiative, my ideas are often ignored. It’s demoralizing to keep working hard without seeing results or appreciation. I feel stuck in a cycle that doesn’t lead anywhere.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","The opportunities for career growth feel somewhat unclear. My manager encourages us to learn, but there’s no specific plan or follow-up. I’ve gained practical exposure, but that’s about it. It’s not a bad place to work, but I sometimes wish for more mentorship. It’s fine, just not inspiring.","This month was smooth, with a very positive vibe around the office. Communication improved, and collaboration between teams became stronger. My manager encouraged flexibility and mutual support. I felt comfortable sharing ideas and feedback. The energy in the workplace was balanced and productive. It’s been a really good month overall.","Yes, I definitely get enough downtime. My manager has always emphasized the importance of taking breaks for mental clarity. The environment is relaxed, and no one’s pressured to overwork. I usually take a few minutes after long calls to stretch or breathe. It helps me stay centered and focused. It’s a really healthy workplace habit.",NEGATIVE,-0.5,0.6445174217224121,NEUTRAL,0.0,0.6999353170394897,NEUTRAL,0.0,0.7393787503242493,POSITIVE,0.5,0.4944433271884918,POSITIVE,0.5,0.47083428502082825,NEUTRAL,0.1,0.6098
128,"My work is fine overall, though it doesn’t always feel fulfilling. The responsibilities are reasonable, but I sometimes struggle to see the bigger purpose behind them. The atmosphere is professional, but it could use a bit more enthusiasm. I’m not dissatisfied, but I don’t feel particularly driven either. It’s steady work, which I do appreciate, but it could be more inspiring.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.",My organization provides clear pathways for advancement. My manager and HR both play an active role in helping me identify my next steps. I’ve been able to expand my knowledge through internal and external programs. There’s a real sense that my development matters to the leadership. I feel confident about my professional future here.,"The office atmosphere this month was neither bad nor particularly inspiring. There were no big problems, but also not much enthusiasm. My manager maintained a professional tone, though interactions felt formal. Team coordination was fine, but engagement levels were low. It was a decent environment overall, just lacking spark.","I’ve had a great experience with how downtime is handled here. My manager ensures that no one overworks themselves. We’re encouraged to take small mental breaks throughout the day. This keeps me focused and reduces fatigue by the afternoon. The team supports this approach, which creates a healthier atmosphere. It’s been a refreshing and positive experience.",NEUTRAL,0.0,0.5747987627983093,NEUTRAL,0.0,0.6999353170394897,POSITIVE,1.0,0.6764593124389648,NEUTRAL,0.0,0.7189229726791382,POSITIVE,1.0,0.5577743053436279,POSITIVE,0.4,0.6456
133,"I’d say I feel somewhat satisfied with my role. The responsibilities are manageable, and the work environment is fine overall. However, the tasks have become a bit repetitive lately, and that makes it harder to stay motivated. I don’t dislike what I do, but it doesn’t always excite me either. Some days are rewarding, especially when I complete a good project, but others just feel routine. Overall, it’s a balanced experience — neither too stressful nor too inspiring.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.",The lack of guidance and mentoring has been a big issue for me. My manager doesn’t discuss career goals or offer meaningful feedback. The company doesn’t organize workshops or training programs that could help us grow. I feel like I’m stuck doing the same things over and over. It’s disheartening and unmotivating.,"I’d describe this month’s work environment as very refreshing. The communication across departments was excellent, and everyone seemed genuinely motivated. My manager provided regular appreciation, which boosted morale. There was also a noticeable improvement in teamwork. The positivity around the office made it easier to stay focused and creative. It’s been a genuinely good experience.","There’s no proper downtime in my schedule anymore. The workload has been overwhelming for months. My manager expects immediate responses at all times, even when we’re supposed to be on break. It’s stressful and exhausting. I feel constantly tired and detached from my work.",NEUTRAL,0.0,0.6495871543884277,NEUTRAL,0.0,0.6999353170394897,NEGATIVE,-0.5,0.5076990723609924,POSITIVE,1.0,0.5686083436012268,NEGATIVE,-0.5,0.522576093673706,NEUTRAL,0.0,0.5897
183,This role has been a perfect fit for me professionally. The work is engaging and matches my strengths. I love how I’m constantly encouraged to think creatively and share ideas. The appreciation I receive motivates me to go the extra mile. It’s rewarding to see the results of my hard work making a difference.,"I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I feel somewhat satisfied with my learning opportunities, but I wish there was more variety. My manager checks in occasionally about goals, though nothing concrete comes of it. Most learning happens through hands-on work. I’ve grown in experience, not so much in skill development. It’s fine but not ideal.","The workplace atmosphere has been pretty discouraging this month. There was no real teamwork, and communication gaps created constant confusion. My manager didn’t address the issues directly, which made them worse. Everyone seemed frustrated and withdrawn. It’s been hard to stay motivated with so much negativity.","Yes, I get enough rest and breaks during work hours. My manager promotes balance and reminds us that taking care of ourselves comes first. The flexibility makes long days manageable and even enjoyable. I appreciate that no one is judged for taking time to recharge. It’s improved my mood, focus, and performance. I couldn’t ask for a healthier setup.",POSITIVE,1.0,0.8346845507621765,NEUTRAL,0.0,0.6999353170394897,NEUTRAL,0.0,0.7136180400848389,NEGATIVE,-0.5,0.6024537086486816,POSITIVE,0.5,0.4056761562824249,NEUTRAL,0.2,0.6513
206,"I feel extremely satisfied with my work because I’m constantly learning and evolving. The mix of technical and interpersonal challenges makes my role dynamic. My efforts are noticed and appreciated, which keeps me motivated. I also value the constructive feedback that helps me improve. It’s a job that brings me both purpose and happiness.","I’ve been struggling lately because I feel like my manager doesn’t notice the challenges I face. Whenever I ask for help, I get vague or delayed responses that don’t really solve the problem. My teammates are focused on their own work, so collaboration is minimal. It’s frustrating to constantly feel unsupported, especially during stressful deadlines. I try to stay positive, but it’s hard when communication feels one-sided.","I honestly feel stuck in my career here. There’s no roadmap or discussion about promotions or development. My manager never seems to have time to talk about learning goals. The company’s training programs, if any, feel generic and irrelevant. I want to grow, but the system doesn’t allow for it. It’s extremely frustrating.","This month’s work environment was stable, but not very dynamic. People were focused on their tasks, and everything went according to schedule. My manager communicated clearly, though there wasn’t much team bonding. The energy in the office felt neutral—steady but quiet. I’d say it was a smooth but uneventful month.","I’d say the breaks are average—neither lacking nor generous. We get time for lunch and can take small pauses, but it’s often self-managed. My manager doesn’t micromanage, which is good, but the workload can be unpredictable. Some days are smooth, others feel non-stop. It’s okay overall.",POSITIVE,1.0,0.7496784329414368,NEGATIVE,-0.5,0.5987839698791504,NEGATIVE,-0.5,0.5073938369750977,NEUTRAL,0.0,0.4330562651157379,NEUTRAL,0.0,0.8085389137268066,NEUTRAL,0.0,0.6195
211,"I’m very happy with my responsibilities because they keep me learning constantly. I get to work with different teams, which helps me build new skills and perspectives. The projects I handle are challenging but rewarding. It’s motivating to see the results of my efforts being appreciated by others. I feel both productive and valued in this environment.",My manager doesn’t seem interested in mentoring or guiding me. Most communication happens only when deadlines are missed or mistakes occur. There’s no positive reinforcement or constructive feedback. My teammates are distant and uninterested in collaboration. It’s tough to feel engaged in such an uninvolved atmosphere.,"Career growth opportunities exist here, but they’re not evenly accessible. Some employees get more exposure depending on their projects. My manager has been supportive at times but inconsistent. I’ve learned from peers rather than formal programs. It’s fine, but it could definitely be more balanced.","This month felt like a fresh start. The atmosphere was friendly and full of encouragement. My manager maintained regular check-ins that made everyone feel included. Team members were eager to help one another, and it created a genuine sense of unity. Workloads were balanced, and morale was high. It was a great experience overall.","Breaks are technically available, but most of the time I don’t take them fully. The pace of work makes it hard to step away for long. My manager is understanding, but the workflow doesn’t slow down. It’s not overwhelming, just constant. I’d call it balanced but tiring.",POSITIVE,1.0,0.7780078053474426,NEGATIVE,-0.5,0.5730616450309753,NEUTRAL,0.0,0.6664897799491882,POSITIVE,1.0,0.693494975566864,NEUTRAL,0.0,0.5289317965507507,POSITIVE,0.3,0.648
215,"The role is decent, but I sometimes feel disconnected from the larger goals. The work is consistent, but there isn’t much variety. It’s comfortable, but maybe a bit too comfortable. I appreciate the routine, though it can get dull. I’m satisfied enough, but I think I’d enjoy more dynamic responsibilities.","I’m unsatisfied because my tasks feel disconnected from the company’s goals. I don’t see how my work makes any real impact. The lack of clarity and feedback from management makes it worse. I try to stay positive, but it’s difficult when motivation is so low. I feel like I’m just filling time rather than contributing.",I’ve grown a lot professionally since I joined this organization. The exposure to new responsibilities and challenges has been invaluable. My manager pushes me to think creatively while providing guidance when needed. There’s a genuine focus on improving both soft and technical skills. It feels amazing to be part of a learning-oriented culture.,"This month was full of collaboration and learning. The work environment was energetic but not overwhelming. My manager ensured that everyone’s voices were heard, which built trust. The team worked efficiently and respected deadlines. There was a real sense of unity and shared purpose. It’s been a genuinely uplifting experience.","The work environment allows for healthy breaks, which I really appreciate. My manager trusts us to manage our time responsibly. Taking a few minutes between meetings helps me refocus. I’ve never felt guilty about stepping away for short periods. It’s nice to know that our mental well-being matters. It creates a relaxed yet productive rhythm in the day.",NEUTRAL,0.0,0.7193799614906311,NEGATIVE,-0.5,0.609104573726654,POSITIVE,1.0,0.7800195813179016,POSITIVE,1.0,0.6880710124969482,POSITIVE,0.5,0.5334829688072205,POSITIVE,0.4,0.666
230,"I’m unsatisfied because my tasks feel disconnected from the company’s goals. I don’t see how my work makes any real impact. The lack of clarity and feedback from management makes it worse. I try to stay positive, but it’s difficult when motivation is so low. I feel like I’m just filling time rather than contributing.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I feel like my professional growth has completely stalled. There are no training programs or career development talks. My manager only discusses deliverables, never personal improvement. It’s frustrating because I want to learn more but have no platform for it. It’s like my potential is being wasted here.","The environment this month felt cold and isolating. Communication between departments was poor, and my manager barely interacted with the team. Everyone was working in silos with little collaboration. The energy in the office felt flat and uninspired. It’s been difficult to stay engaged with such low morale.","There’s an understanding that we can take breaks when needed, but it doesn’t always happen. My manager is fine with it, but the workload can be unpredictable. Some weeks feel easy, others feel nonstop. It’s a mixed experience overall. I’d say it’s functional but not very consistent.",NEGATIVE,-0.5,0.609104573726654,NEUTRAL,0.0,0.6999353170394897,NEGATIVE,-0.5,0.527209460735321,NEGATIVE,-0.5,0.5800589919090271,NEUTRAL,0.0,0.7153979539871216,NEGATIVE,-0.3,0.6263
